Store_Code,SKU_Code,Category,Date,SOH
Store3,602994,Cat1,2016-06-27,1
Store1,602994,Cat1,2016-06-27,1
Store2,602994,Cat1,2016-06-27,1
Store3,602991,Cat1,2016-06-27,2
Store1,602991,Cat1,2016-06-27,2
Store2,602991,Cat1,2016-06-27,1
Store3,602988,Cat1,2016-06-27,1
Store1,602988,Cat1,2016-06-27,1
Store3,602985,Cat1,2016-06-27,2
Store1,602985,Cat1,2016-06-27,2
Store3,602979,Cat1,2016-06-27,2
Store1,602979,Cat1,2016-06-27,3
Store2,602979,Cat1,2016-06-27,1
Store3,602982,Cat1,2016-06-27,1
Store1,602982,Cat1,2016-06-27,2
Store3,602958,Cat1,2016-06-27,1
Store1,602958,Cat1,2016-06-27,1
Store3,602955,Cat1,2016-06-27,3
Store1,602955,Cat1,2016-06-27,2
Store2,602955,Cat1,2016-06-27,1
Store3,602952,Cat1,2016-06-27,3
Store1,602952,Cat1,2016-06-27,2
Store2,602952,Cat1,2016-06-27,2
Store3,602949,Cat1,2016-06-27,2
Store1,602949,Cat1,2016-06-27,3
Store3,602946,Cat1,2016-06-27,2
Store1,602946,Cat1,2016-06-27,2
Store3,602943,Cat1,2016-06-27,2
Store1,602943,Cat1,2016-06-27,2
Store2,600042,Cat1,2016-06-27,1
Store1,600141,Cat1,2016-06-27,1
Store2,600141,Cat1,2016-06-27,1
Store1,600009,Cat1,2016-06-27,1
Store2,600009,Cat1,2016-06-27,1
Store3,610587,Cat1,2016-06-27,1
Store1,610587,Cat1,2016-06-27,2
Store2,610587,Cat1,2016-06-27,1
Store1,609285,Cat1,2016-06-27,2
Store2,609285,Cat1,2016-06-27,2
Store3,609288,Cat1,2016-06-27,1
Store1,609288,Cat1,2016-06-27,2
Store3,609279,Cat1,2016-06-27,2
Store1,609279,Cat1,2016-06-27,2
Store2,609279,Cat1,2016-06-27,2
Store1,609276,Cat1,2016-06-27,1
Store2,609276,Cat1,2016-06-27,2
Store1,600165,Cat1,2016-06-27,1
Store3,600162,Cat1,2016-06-27,1
Store1,600162,Cat1,2016-06-27,3
Store2,600162,Cat1,2016-06-27,1
Store3,600159,Cat1,2016-06-27,1
Store3,600156,Cat1,2016-06-27,1
Store1,600156,Cat1,2016-06-27,2
Store3,600153,Cat1,2016-06-27,2
Store1,600153,Cat1,2016-06-27,2
Store3,600147,Cat1,2016-06-27,1
Store1,600147,Cat1,2016-06-27,2
Store3,600144,Cat1,2016-06-27,1
Store1,600144,Cat1,2016-06-27,2
Store2,600144,Cat1,2016-06-27,1
Store3,609282,Cat1,2016-06-27,1
Store1,609282,Cat1,2016-06-27,1
Store2,609282,Cat1,2016-06-27,1
Store3,609273,Cat1,2016-06-27,1
Store1,609303,Cat1,2016-06-27,2
Store3,609294,Cat1,2016-06-27,2
Store1,609294,Cat1,2016-06-27,1
Store2,609294,Cat1,2016-06-27,1
Store3,600138,Cat1,2016-06-27,1
Store1,600138,Cat1,2016-06-27,3
Store2,600138,Cat1,2016-06-27,2
Store3,600135,Cat1,2016-06-27,2
Store1,600135,Cat1,2016-06-27,2
Store2,600135,Cat1,2016-06-27,2
Store3,600033,Cat1,2016-06-27,1
Store1,600033,Cat1,2016-06-27,1
Store3,600030,Cat1,2016-06-27,1
Store1,600030,Cat1,2016-06-27,1
Store2,600030,Cat1,2016-06-27,1
Store3,600027,Cat1,2016-06-27,1
Store1,600027,Cat1,2016-06-27,2
Store3,600024,Cat1,2016-06-27,1
Store1,600024,Cat1,2016-06-27,1
Store3,600021,Cat1,2016-06-27,2
Store1,600021,Cat1,2016-06-27,2
Store2,600021,Cat1,2016-06-27,1
Store1,600018,Cat1,2016-06-27,1
Store1,600015,Cat1,2016-06-27,2
Store3,609297,Cat1,2016-06-27,1
Store1,609297,Cat1,2016-06-27,2
Store2,609297,Cat1,2016-06-27,2
Store3,609300,Cat1,2016-06-27,2
Store1,609300,Cat1,2016-06-27,2
Store2,609291,Cat1,2016-06-27,1
Store1,600942,Cat2,2016-06-27,1
Store1,600960,Cat2,2016-06-27,2
Store3,600939,Cat2,2016-06-27,2
Store1,600939,Cat2,2016-06-27,2
Store3,600957,Cat2,2016-06-27,2
Store2,600957,Cat2,2016-06-27,1
Store3,600933,Cat2,2016-06-27,4
Store1,600933,Cat2,2016-06-27,1
Store3,600930,Cat2,2016-06-27,3
Store1,600930,Cat2,2016-06-27,1
Store3,601011,Cat2,2016-06-27,1
Store1,601011,Cat2,2016-06-27,2
Store2,601011,Cat2,2016-06-27,2
Store3,601008,Cat2,2016-06-27,1
Store1,601008,Cat2,2016-06-27,2
Store2,601008,Cat2,2016-06-27,1
Store3,601005,Cat2,2016-06-27,1
Store1,601005,Cat2,2016-06-27,2
Store2,601005,Cat2,2016-06-27,2
Store3,600993,Cat2,2016-06-27,1
Store1,600993,Cat2,2016-06-27,1
Store2,600993,Cat2,2016-06-27,2
Store3,600990,Cat2,2016-06-27,1
Store1,600990,Cat2,2016-06-27,1
Store2,600990,Cat2,2016-06-27,1
Store3,601002,Cat2,2016-06-27,2
Store1,601002,Cat2,2016-06-27,2
Store2,601002,Cat2,2016-06-27,1
Store3,600987,Cat2,2016-06-27,2
Store1,600987,Cat2,2016-06-27,2
Store2,600987,Cat2,2016-06-27,2
Store3,600984,Cat2,2016-06-27,2
Store1,600984,Cat2,2016-06-27,2
Store2,600984,Cat2,2016-06-27,3
Store3,600999,Cat2,2016-06-27,2
Store1,600999,Cat2,2016-06-27,2
Store2,600999,Cat2,2016-06-27,2
Store3,600012,Cat1,2016-06-27,1
Store1,600012,Cat1,2016-06-27,2
Store2,600012,Cat1,2016-06-27,1
Store3,600006,Cat1,2016-06-27,2
Store1,600006,Cat1,2016-06-27,2
Store2,600006,Cat1,2016-06-27,1
Store3,600003,Cat1,2016-06-27,2
Store1,600003,Cat1,2016-06-27,1
Store2,600003,Cat1,2016-06-27,1
Store3,608763,Cat1,2016-06-27,1
Store1,608799,Cat1,2016-06-27,1
Store2,608793,Cat1,2016-06-27,1
Store2,608790,Cat1,2016-06-27,1
Store1,608787,Cat1,2016-06-27,1
Store2,608787,Cat1,2016-06-27,1
Store2,608784,Cat1,2016-06-27,1
Store3,600981,Cat2,2016-06-27,4
Store1,600981,Cat2,2016-06-27,4
Store2,600981,Cat2,2016-06-27,2
Store3,600978,Cat2,2016-06-27,4
Store1,600978,Cat2,2016-06-27,4
Store2,600978,Cat2,2016-06-27,2
Store1,600996,Cat2,2016-06-27,1
Store2,600996,Cat2,2016-06-27,2
Store3,600975,Cat2,2016-06-27,4
Store1,600975,Cat2,2016-06-27,4
Store2,600975,Cat2,2016-06-27,2
Store3,600972,Cat2,2016-06-27,4
Store1,600972,Cat2,2016-06-27,4
Store2,600972,Cat2,2016-06-27,2
Store1,600843,Cat2,2016-06-27,2
Store2,600843,Cat2,2016-06-27,2
Store3,600840,Cat2,2016-06-27,1
Store1,600840,Cat2,2016-06-27,2
Store2,600840,Cat2,2016-06-27,2
Store3,600837,Cat2,2016-06-27,1
Store1,600837,Cat2,2016-06-27,2
Store2,600837,Cat2,2016-06-27,3
Store3,600825,Cat2,2016-06-27,1
Store1,600825,Cat2,2016-06-27,1
Store2,600825,Cat2,2016-06-27,3
Store3,600822,Cat2,2016-06-27,1
Store1,600822,Cat2,2016-06-27,1
Store2,600822,Cat2,2016-06-27,3
Store3,600834,Cat2,2016-06-27,2
Store1,600834,Cat2,2016-06-27,2
Store2,600834,Cat2,2016-06-27,3
Store3,608757,Cat1,2016-06-27,1
Store1,608757,Cat1,2016-06-27,1
Store2,608757,Cat1,2016-06-27,1
Store3,608754,Cat1,2016-06-27,1
Store2,608754,Cat1,2016-06-27,1
Store1,608751,Cat1,2016-06-27,2
Store2,608751,Cat1,2016-06-27,3
Store3,608781,Cat1,2016-06-27,1
Store1,608781,Cat1,2016-06-27,1
Store2,608781,Cat1,2016-06-27,1
Store2,600063,Cat1,2016-06-27,1
Store2,600057,Cat1,2016-06-27,1
Store2,600054,Cat1,2016-06-27,1
Store2,600048,Cat1,2016-06-27,1
Store2,600045,Cat1,2016-06-27,1
Store1,600039,Cat1,2016-06-27,3
Store2,600039,Cat1,2016-06-27,1
Store2,600036,Cat1,2016-06-27,1
Store3,608748,Cat1,2016-06-27,2
Store1,608748,Cat1,2016-06-27,1
Store2,608748,Cat1,2016-06-27,2
Store3,608745,Cat1,2016-06-27,1
Store1,608745,Cat1,2016-06-27,2
Store2,608745,Cat1,2016-06-27,2
Store3,608742,Cat1,2016-06-27,2
Store1,608742,Cat1,2016-06-27,1
Store2,608742,Cat1,2016-06-27,1
Store3,608739,Cat1,2016-06-27,1
Store2,608739,Cat1,2016-06-27,1
Store3,600330,Cat4,2016-06-27,1
Store1,600330,Cat4,2016-06-27,1
Store2,600330,Cat4,2016-06-27,3
Store1,600324,Cat4,2016-06-27,1
Store3,600315,Cat4,2016-06-27,1
Store3,600312,Cat4,2016-06-27,1
Store1,600312,Cat4,2016-06-27,1
Store2,600312,Cat4,2016-06-27,1
Store3,600309,Cat4,2016-06-27,1
Store1,600309,Cat4,2016-06-27,1
Store3,600306,Cat4,2016-06-27,1
Store2,600318,Cat4,2016-06-27,1
Store3,600303,Cat4,2016-06-27,2
Store1,600303,Cat4,2016-06-27,2
Store2,600303,Cat4,2016-06-27,1
Store3,600300,Cat4,2016-06-27,1
Store2,600300,Cat4,2016-06-27,2
Store1,600288,Cat4,2016-06-27,1
Store1,600285,Cat4,2016-06-27,2
Store2,600285,Cat4,2016-06-27,1
Store1,600291,Cat4,2016-06-27,2
Store3,600282,Cat4,2016-06-27,1
Store1,600282,Cat4,2016-06-27,1
Store2,600282,Cat4,2016-06-27,1
Store3,600279,Cat4,2016-06-27,1
Store1,600279,Cat4,2016-06-27,1
Store2,600279,Cat4,2016-06-27,1
Store1,600297,Cat4,2016-06-27,2
Store3,600276,Cat4,2016-06-27,2
Store1,600276,Cat4,2016-06-27,1
Store2,600276,Cat4,2016-06-27,2
Store3,600273,Cat4,2016-06-27,3
Store1,600273,Cat4,2016-06-27,3
Store2,600273,Cat4,2016-06-27,1
Store1,600294,Cat4,2016-06-27,1
Store3,600270,Cat4,2016-06-27,4
Store1,600270,Cat4,2016-06-27,4
Store2,600270,Cat4,2016-06-27,3
Store3,600267,Cat4,2016-06-27,4
Store1,600267,Cat4,2016-06-27,5
Store2,600267,Cat4,2016-06-27,2
Store3,601017,Cat2,2016-06-27,4
Store1,601017,Cat2,2016-06-27,4
Store2,601017,Cat2,2016-06-27,1
Store3,601038,Cat2,2016-06-27,2
Store1,601038,Cat2,2016-06-27,2
Store2,601038,Cat2,2016-06-27,2
Store3,604230,Cat1,2016-06-27,1
Store1,604230,Cat1,2016-06-27,1
Store3,601014,Cat2,2016-06-27,4
Store1,601014,Cat2,2016-06-27,4
Store2,601014,Cat2,2016-06-27,1
Store3,601023,Cat2,2016-06-27,4
Store1,601023,Cat2,2016-06-27,4
Store2,601023,Cat2,2016-06-27,2
Store3,601095,Cat2,2016-06-27,1
Store1,601095,Cat2,2016-06-27,1
Store3,601092,Cat2,2016-06-27,1
Store1,601092,Cat2,2016-06-27,1
Store3,601089,Cat2,2016-06-27,1
Store1,601089,Cat2,2016-06-27,1
Store3,601077,Cat2,2016-06-27,1
Store1,601077,Cat2,2016-06-27,1
Store2,601077,Cat2,2016-06-27,1
Store1,601074,Cat2,2016-06-27,1
Store2,601074,Cat2,2016-06-27,3
Store3,601086,Cat2,2016-06-27,2
Store1,601086,Cat2,2016-06-27,2
Store2,601086,Cat2,2016-06-27,2
Store3,601071,Cat2,2016-06-27,2
Store1,601071,Cat2,2016-06-27,2
Store2,601071,Cat2,2016-06-27,1
Store3,601068,Cat2,2016-06-27,2
Store1,601068,Cat2,2016-06-27,2
Store2,601068,Cat2,2016-06-27,2
Store3,601083,Cat2,2016-06-27,2
Store1,601083,Cat2,2016-06-27,2
Store2,601083,Cat2,2016-06-27,1
Store3,601065,Cat2,2016-06-27,4
Store1,601065,Cat2,2016-06-27,4
Store2,601065,Cat2,2016-06-27,4
Store3,601062,Cat2,2016-06-27,4
Store1,601062,Cat2,2016-06-27,4
Store2,601062,Cat2,2016-06-27,1
Store3,604239,Cat1,2016-06-27,1
Store1,604239,Cat1,2016-06-27,1
Store3,601080,Cat2,2016-06-27,1
Store1,601080,Cat2,2016-06-27,2
Store2,601080,Cat2,2016-06-27,1
Store3,601059,Cat2,2016-06-27,4
Store1,601059,Cat2,2016-06-27,4
Store3,601056,Cat2,2016-06-27,4
Store1,601056,Cat2,2016-06-27,4
Store3,600885,Cat2,2016-06-27,1
Store1,600885,Cat2,2016-06-27,1
Store2,600885,Cat2,2016-06-27,1
Store3,600882,Cat2,2016-06-27,1
Store1,600882,Cat2,2016-06-27,2
Store3,600879,Cat2,2016-06-27,1
Store1,600879,Cat2,2016-06-27,1
Store2,600879,Cat2,2016-06-27,1
Store3,600867,Cat2,2016-06-27,1
Store1,600867,Cat2,2016-06-27,2
Store2,600867,Cat2,2016-06-27,3
Store3,600864,Cat2,2016-06-27,1
Store1,600864,Cat2,2016-06-27,1
Store2,600864,Cat2,2016-06-27,4
Store3,600876,Cat2,2016-06-27,2
Store1,600876,Cat2,2016-06-27,2
Store2,600876,Cat2,2016-06-27,2
Store3,600861,Cat2,2016-06-27,2
Store1,600861,Cat2,2016-06-27,2
Store2,600861,Cat2,2016-06-27,2
Store1,604227,Cat1,2016-06-27,1
Store1,604224,Cat1,2016-06-27,1
Store3,604221,Cat1,2016-06-27,1
Store1,604221,Cat1,2016-06-27,1
Store3,604218,Cat1,2016-06-27,1
Store3,604212,Cat1,2016-06-27,1
Store1,604209,Cat1,2016-06-27,1
Store3,604137,Cat1,2016-06-27,1
Store3,600849,Cat2,2016-06-27,4
Store1,600849,Cat2,2016-06-27,4
Store2,600849,Cat2,2016-06-27,2
Store3,600846,Cat2,2016-06-27,4
Store1,600846,Cat2,2016-06-27,4
Store2,600846,Cat2,2016-06-27,2
Store3,604134,Cat1,2016-06-27,1
Store1,604134,Cat1,2016-06-27,1
Store2,604134,Cat1,2016-06-27,1
Store3,604131,Cat1,2016-06-27,1
Store1,604131,Cat1,2016-06-27,1
Store3,604128,Cat1,2016-06-27,1
Store1,604128,Cat1,2016-06-27,1
Store3,604122,Cat1,2016-06-27,2
Store1,604122,Cat1,2016-06-27,1
Store2,604122,Cat1,2016-06-27,1
Store3,604119,Cat1,2016-06-27,2
Store1,604119,Cat1,2016-06-27,1
Store2,604119,Cat1,2016-06-27,1
Store3,604113,Cat1,2016-06-27,1
Store2,604110,Cat1,2016-06-27,1
Store1,604098,Cat1,2016-06-27,1
Store2,604098,Cat1,2016-06-27,1
Store2,604095,Cat1,2016-06-27,1
Store1,604086,Cat1,2016-06-27,1
Store2,604086,Cat1,2016-06-27,1
Store3,610020,Cat3,2016-06-27,1
Store2,610020,Cat3,2016-06-27,1
Store3,610014,Cat3,2016-06-27,1
Store1,610014,Cat3,2016-06-27,1
Store3,610008,Cat3,2016-06-27,3
Store1,610008,Cat3,2016-06-27,2
Store2,610008,Cat3,2016-06-27,1
Store3,610002,Cat3,2016-06-27,3
Store1,610002,Cat3,2016-06-27,3
Store2,610002,Cat3,2016-06-27,1
Store1,609999,Cat3,2016-06-27,1
Store2,609999,Cat3,2016-06-27,1
Store3,610068,Cat3,2016-06-27,1
Store1,610068,Cat3,2016-06-27,1
Store2,610068,Cat3,2016-06-27,1
Store2,610062,Cat3,2016-06-27,1
Store1,610056,Cat3,2016-06-27,2
Store2,610050,Cat3,2016-06-27,1
Store3,610047,Cat3,2016-06-27,1
Store3,603774,Cat1,2016-06-27,2
Store1,603774,Cat1,2016-06-27,2
Store1,603771,Cat1,2016-06-27,1
Store3,600858,Cat2,2016-06-27,2
Store1,600858,Cat2,2016-06-27,2
Store2,600858,Cat2,2016-06-27,2
Store3,600873,Cat2,2016-06-27,2
Store1,600873,Cat2,2016-06-27,2
Store2,600873,Cat2,2016-06-27,1
Store3,600855,Cat2,2016-06-27,4
Store1,600855,Cat2,2016-06-27,4
Store2,600855,Cat2,2016-06-27,2
Store3,600852,Cat2,2016-06-27,4
Store1,600852,Cat2,2016-06-27,4
Store2,600852,Cat2,2016-06-27,2
Store3,600870,Cat2,2016-06-27,2
Store1,600870,Cat2,2016-06-27,2
Store2,600870,Cat2,2016-06-27,2
Store3,600948,Cat2,2016-06-27,1
Store1,600948,Cat2,2016-06-27,1
Store3,600954,Cat2,2016-06-27,2
Store1,600954,Cat2,2016-06-27,1
Store3,600945,Cat2,2016-06-27,2
Store1,600945,Cat2,2016-06-27,1
Store3,604107,Cat1,2016-06-27,1
Store1,604107,Cat1,2016-06-27,1
Store2,604104,Cat1,2016-06-27,1
Store1,604080,Cat1,2016-06-27,1
Store2,604080,Cat1,2016-06-27,1
Store1,604077,Cat1,2016-06-27,1
Store2,604077,Cat1,2016-06-27,1
Store3,603768,Cat1,2016-06-27,1
Store1,603768,Cat1,2016-06-27,1
Store3,603762,Cat1,2016-06-27,1
Store1,603762,Cat1,2016-06-27,1
Store3,603756,Cat1,2016-06-27,1
Store1,603756,Cat1,2016-06-27,1
Store2,603756,Cat1,2016-06-27,1
Store3,603753,Cat1,2016-06-27,1
Store3,603750,Cat1,2016-06-27,1
Store1,603750,Cat1,2016-06-27,2
Store1,603528,Cat1,2016-06-27,1
Store3,603525,Cat1,2016-06-27,1
Store1,603525,Cat1,2016-06-27,1
Store2,603525,Cat1,2016-06-27,2
Store1,603522,Cat1,2016-06-27,2
Store2,603522,Cat1,2016-06-27,1
Store3,603519,Cat1,2016-06-27,1
Store3,603516,Cat1,2016-06-27,1
Store1,603516,Cat1,2016-06-27,1
Store3,610602,Cat1,2016-06-27,1
Store1,610602,Cat1,2016-06-27,1
Store2,610602,Cat1,2016-06-27,1
Store3,610593,Cat1,2016-06-27,3
Store1,610593,Cat1,2016-06-27,2
Store2,610593,Cat1,2016-06-27,1
Store3,610599,Cat1,2016-06-27,2
Store1,610599,Cat1,2016-06-27,2
Store3,610590,Cat1,2016-06-27,3
Store1,610590,Cat1,2016-06-27,3
Store3,610596,Cat1,2016-06-27,2
Store1,610596,Cat1,2016-06-27,3
Store2,610596,Cat1,2016-06-27,1
Store3,600819,Cat2,2016-06-27,2
Store1,600819,Cat2,2016-06-27,2
Store2,600819,Cat2,2016-06-27,2
Store3,600816,Cat2,2016-06-27,2
Store1,600816,Cat2,2016-06-27,2
Store2,600816,Cat2,2016-06-27,3
Store3,600831,Cat2,2016-06-27,2
Store1,600831,Cat2,2016-06-27,2
Store2,600831,Cat2,2016-06-27,1
Store3,600813,Cat2,2016-06-27,4
Store1,600813,Cat2,2016-06-27,4
Store2,600813,Cat2,2016-06-27,2
Store1,618495,Cat2,2016-06-27,1
Store2,618495,Cat2,2016-06-27,3
Store2,618492,Cat2,2016-06-27,4
Store3,618489,Cat2,2016-06-27,1
Store2,618489,Cat2,2016-06-27,1
Store2,618486,Cat2,2016-06-27,1
Store1,618480,Cat2,2016-06-27,1
Store2,618480,Cat2,2016-06-27,2
Store1,618477,Cat2,2016-06-27,1
Store2,618546,Cat2,2016-06-27,1
Store3,618543,Cat2,2016-06-27,1
Store1,618543,Cat2,2016-06-27,1
Store2,618543,Cat2,2016-06-27,1
Store1,618534,Cat2,2016-06-27,2
Store1,618531,Cat2,2016-06-27,1
Store2,618528,Cat2,2016-06-27,1
Store3,618525,Cat2,2016-06-27,1
Store2,618525,Cat2,2016-06-27,1
Store3,620937,Cat1,2016-06-27,2
Store1,620937,Cat1,2016-06-27,2
Store2,620937,Cat1,2016-06-27,2
Store3,620934,Cat1,2016-06-27,2
Store1,620934,Cat1,2016-06-27,2
Store2,620934,Cat1,2016-06-27,1
Store3,620931,Cat1,2016-06-27,2
Store1,620931,Cat1,2016-06-27,2
Store2,620931,Cat1,2016-06-27,1
Store3,620928,Cat1,2016-06-27,1
Store1,620928,Cat1,2016-06-27,1
Store2,620928,Cat1,2016-06-27,1
Store1,620925,Cat1,2016-06-27,2
Store2,620925,Cat1,2016-06-27,2
Store3,620181,Cat1,2016-06-27,1
Store1,620181,Cat1,2016-06-27,1
Store2,620181,Cat1,2016-06-27,1
Store3,620178,Cat1,2016-06-27,1
Store1,620178,Cat1,2016-06-27,1
Store2,620178,Cat1,2016-06-27,1
Store3,620166,Cat1,2016-06-27,2
Store1,620166,Cat1,2016-06-27,2
Store2,620166,Cat1,2016-06-27,2
Store3,620163,Cat1,2016-06-27,2
Store1,620163,Cat1,2016-06-27,2
Store2,620163,Cat1,2016-06-27,2
Store3,620154,Cat1,2016-06-27,2
Store1,620154,Cat1,2016-06-27,2
Store2,620154,Cat1,2016-06-27,2
Store3,620151,Cat1,2016-06-27,1
Store2,620151,Cat1,2016-06-27,2
Store3,603144,Cat1,2016-06-27,1
Store1,603144,Cat1,2016-06-27,2
Store2,603144,Cat1,2016-06-27,2
Store1,603141,Cat1,2016-06-27,2
Store1,603138,Cat1,2016-06-27,2
Store3,600195,Cat1,2016-06-27,1
Store1,600195,Cat1,2016-06-27,1
Store2,600195,Cat1,2016-06-27,4
Store1,600192,Cat1,2016-06-27,1
Store3,600189,Cat1,2016-06-27,2
Store1,600189,Cat1,2016-06-27,2
Store2,600189,Cat1,2016-06-27,1
Store3,600186,Cat1,2016-06-27,2
Store1,600186,Cat1,2016-06-27,2
Store2,600186,Cat1,2016-06-27,3
Store3,600180,Cat1,2016-06-27,3
Store1,600180,Cat1,2016-06-27,3
Store2,600180,Cat1,2016-06-27,2
Store3,600177,Cat1,2016-06-27,3
Store1,600177,Cat1,2016-06-27,3
Store2,600177,Cat1,2016-06-27,2
Store1,600174,Cat1,2016-06-27,1
Store2,600174,Cat1,2016-06-27,2
Store3,600171,Cat1,2016-06-27,3
Store1,600171,Cat1,2016-06-27,3
Store2,600171,Cat1,2016-06-27,3
Store2,618510,Cat2,2016-06-27,2
Store1,618507,Cat2,2016-06-27,1
Store2,618507,Cat2,2016-06-27,3
Store3,618504,Cat2,2016-06-27,2
Store1,618504,Cat2,2016-06-27,1
Store2,618504,Cat2,2016-06-27,4
Store2,618498,Cat2,2016-06-27,3
Store3,620160,Cat1,2016-06-27,2
Store1,620160,Cat1,2016-06-27,2
Store3,620157,Cat1,2016-06-27,2
Store1,620157,Cat1,2016-06-27,1
Store2,620097,Cat1,2016-06-27,2
Store1,620094,Cat1,2016-06-27,2
Store2,620091,Cat1,2016-06-27,1
Store3,620082,Cat1,2016-06-27,2
Store1,620082,Cat1,2016-06-27,2
Store2,620082,Cat1,2016-06-27,2
Store3,620079,Cat1,2016-06-27,1
Store1,620079,Cat1,2016-06-27,2
Store2,620079,Cat1,2016-06-27,2
Store3,620076,Cat1,2016-06-27,2
Store1,620076,Cat1,2016-06-27,1
Store2,620076,Cat1,2016-06-27,1
Store3,620073,Cat1,2016-06-27,2
Store1,620073,Cat1,2016-06-27,2
Store2,620073,Cat1,2016-06-27,2
Store3,620070,Cat1,2016-06-27,2
Store1,620070,Cat1,2016-06-27,2
Store2,620070,Cat1,2016-06-27,2
Store3,620148,Cat1,2016-06-27,2
Store1,620148,Cat1,2016-06-27,2
Store2,620148,Cat1,2016-06-27,2
Store3,620145,Cat1,2016-06-27,1
Store1,620145,Cat1,2016-06-27,1
Store2,620145,Cat1,2016-06-27,2
Store3,620061,Cat1,2016-06-27,2
Store1,620061,Cat1,2016-06-27,1
Store2,620061,Cat1,2016-06-27,2
Store3,620142,Cat1,2016-06-27,2
Store2,620142,Cat1,2016-06-27,2
Store2,620139,Cat1,2016-06-27,2
Store3,600198,Cat1,2016-06-27,1
Store1,600198,Cat1,2016-06-27,1
Store2,600198,Cat1,2016-06-27,2
Store1,616266,Cat2,2016-06-27,1
Store2,616266,Cat2,2016-06-27,3
Store2,616263,Cat2,2016-06-27,2
Store3,616260,Cat2,2016-06-27,2
Store1,616260,Cat2,2016-06-27,2
Store2,616260,Cat2,2016-06-27,2
Store3,616257,Cat2,2016-06-27,2
Store1,616257,Cat2,2016-06-27,2
Store2,616257,Cat2,2016-06-27,2
Store3,616251,Cat2,2016-06-27,1
Store1,616251,Cat2,2016-06-27,2
Store2,616251,Cat2,2016-06-27,2
Store3,603894,Cat2,2016-06-27,4
Store1,603894,Cat2,2016-06-27,4
Store2,603894,Cat2,2016-06-27,4
Store2,620067,Cat1,2016-06-27,2
Store3,620064,Cat1,2016-06-27,2
Store1,620064,Cat1,2016-06-27,2
Store2,620064,Cat1,2016-06-27,2
Store2,620136,Cat1,2016-06-27,2
Store3,620133,Cat1,2016-06-27,2
Store2,620133,Cat1,2016-06-27,2
Store3,620124,Cat1,2016-06-27,2
Store1,620124,Cat1,2016-06-27,2
Store2,620124,Cat1,2016-06-27,2
Store3,620121,Cat1,2016-06-27,2
Store1,620121,Cat1,2016-06-27,2
Store2,620121,Cat1,2016-06-27,2
Store3,620118,Cat1,2016-06-27,1
Store1,620118,Cat1,2016-06-27,2
Store2,620118,Cat1,2016-06-27,1
Store3,620115,Cat1,2016-06-27,2
Store1,620115,Cat1,2016-06-27,1
Store2,620115,Cat1,2016-06-27,2
Store3,620112,Cat1,2016-06-27,2
Store1,620112,Cat1,2016-06-27,2
Store2,620112,Cat1,2016-06-27,1
Store3,620109,Cat1,2016-06-27,1
Store2,620109,Cat1,2016-06-27,2
Store3,620106,Cat1,2016-06-27,2
Store1,620106,Cat1,2016-06-27,2
Store2,620106,Cat1,2016-06-27,2
Store3,603435,Cat3,2016-06-27,1
Store3,601053,Cat2,2016-06-27,2
Store1,601053,Cat2,2016-06-27,2
Store2,601053,Cat2,2016-06-27,2
Store3,601050,Cat2,2016-06-27,1
Store1,601050,Cat2,2016-06-27,1
Store2,601050,Cat2,2016-06-27,1
Store3,601047,Cat2,2016-06-27,1
Store1,601047,Cat2,2016-06-27,1
Store2,601047,Cat2,2016-06-27,1
Store3,601035,Cat2,2016-06-27,1
Store1,601035,Cat2,2016-06-27,1
Store2,601035,Cat2,2016-06-27,1
Store3,601032,Cat2,2016-06-27,1
Store1,601032,Cat2,2016-06-27,1
Store2,601032,Cat2,2016-06-27,2
Store3,601044,Cat2,2016-06-27,2
Store1,601044,Cat2,2016-06-27,2
Store2,601044,Cat2,2016-06-27,1
Store3,601029,Cat2,2016-06-27,2
Store1,601029,Cat2,2016-06-27,2
Store2,601029,Cat2,2016-06-27,2
Store3,601026,Cat2,2016-06-27,2
Store1,601026,Cat2,2016-06-27,2
Store2,601026,Cat2,2016-06-27,4
Store3,603171,Cat1,2016-06-27,1
Store2,603171,Cat1,2016-06-27,1
Store1,603168,Cat1,2016-06-27,1
Store2,603168,Cat1,2016-06-27,1
Store3,603165,Cat1,2016-06-27,2
Store1,603165,Cat1,2016-06-27,1
Store1,603162,Cat1,2016-06-27,1
Store3,603159,Cat1,2016-06-27,3
Store1,603159,Cat1,2016-06-27,3
Store2,603159,Cat1,2016-06-27,1
Store3,603156,Cat1,2016-06-27,1
Store1,603156,Cat1,2016-06-27,1
Store2,603156,Cat1,2016-06-27,1
Store2,603153,Cat1,2016-06-27,1
Store1,603171,Cat1,2016-06-27,1
Store2,603165,Cat1,2016-06-27,1
Store2,603162,Cat1,2016-06-27,1
Store1,603156,Cat1,2016-06-27,1
Store1,603135,Cat1,2016-06-27,1
Store1,603132,Cat1,2016-06-27,1
Store1,603186,Cat1,2016-06-27,1
Store3,601041,Cat2,2016-06-27,2
Store1,601041,Cat2,2016-06-27,2
Store2,601041,Cat2,2016-06-27,2
Store3,601020,Cat2,2016-06-27,4
Store1,601020,Cat2,2016-06-27,4
Store2,601020,Cat2,2016-06-27,1
Store3,609990,Cat2,2016-06-27,1
Store1,609990,Cat2,2016-06-27,1
Store3,609984,Cat2,2016-06-27,2
Store1,609984,Cat2,2016-06-27,3
